Interactor_A,Interactor_B,Symbol_A,Symbol_B
9463,54413,9463,54413
9463,54550,9463,54550
9463,54585,9463,54585
9463,54676,9463,54676
9463,54765,9463,54765
9463,54793,9463,54793
9463,54913,9463,54913
9463,54957,9463,54957
9463,55075,9463,55075
9463,55105,9463,55105
9463,55138,9463,55138
9463,55329,9463,55329
9463,55336,9463,55336
9463,55337,9463,55337
9463,55536,9463,55536
9463,55633,9463,55633
9463,55660,9463,55660
9463,55859,9463,55859
9463,56902,9463,56902
9463,56904,9463,56904
9463,57050,9463,57050
9463,57132,9463,57132
9463,57184,9463,57184
9463,57332,9463,57332
9463,57335,9463,57335
9463,57536,9463,57536
9463,57547,9463,57547
9463,57621,9463,57621
9463,57696,9463,57696
9463,57727,9463,57727
9463,57862,9463,57862
9463,58491,9463,58491
9463,58500,9463,58500
9463,59274,9463,59274
9463,60370,9463,60370
9463,63876,9463,63876
9463,63898,9463,63898
9463,64802,9463,64802
9463,64927,9463,64927
9463,65265,9463,65265
9463,79005,9463,79005
9463,79169,9463,79169
9463,79177,9463,79177
9463,79577,9463,79577
9463,79618,9463,79618
9463,79622,9463,79622
9463,79673,9463,79673
9463,79797,9463,79797
9463,79839,9463,79839
9463,80108,9463,80108
9463,80184,9463,80184
9463,80258,9463,80258
9463,80764,9463,80764
9463,80829,9463,80829
9463,81565,9463,81565
9463,81892,9463,81892
9463,83444,9463,83444
9463,83746,9463,83746
9463,83878,9463,83878
9463,84080,9463,84080
9463,84140,9463,84140
9463,84217,9463,84217
9463,84245,9463,84245
9463,84259,9463,84259
9463,84285,9463,84285
9463,84313,9463,84313
9463,84330,9463,84330
9463,84525,9463,84525
9463,84902,9463,84902
9463,84984,9463,84984
9463,85395,9463,85395
9463,85403,9463,85403
9463,90480,9463,90480
9463,90799,9463,90799
9463,91694,9463,91694
9463,91801,9463,91801
9463,92170,9463,92170
9463,92595,9463,92595
9463,92667,9463,92667
9463,92822,9463,92822
9463,92840,9463,92840
9463,93974,9463,93974
9463,116092,9463,116092
9463,118490,9463,118490
9463,121536,9463,121536
9463,124790,9463,124790
9463,127253,9463,127253
9463,127428,9463,127428
9463,138428,9463,138428
9463,143884,9463,143884
9463,144100,9463,144100
9463,145483,9463,145483
9463,147687,9463,147687
9463,147807,9463,147807
9463,148932,9463,148932
9463,152815,9463,152815
9463,153527,9463,153527
9463,153657,9463,153657
9463,158427,9463,158427
9463,162968,9463,162968
9463,166793,9463,166793
9463,170082,9463,170082
9463,196483,9463,196483
9463,200845,9463,200845
9463,201725,9463,201725
9463,220929,9463,220929
9463,221184,9463,221184
9463,221424,9463,221424
9463,221443,9463,221443
9463,222696,9463,222696
9463,253558,9463,253558
9463,253635,9463,253635
9463,253827,9463,253827
9463,256302,9463,256302
9463,282991,9463,282991
9463,283899,9463,283899
9463,284252,9463,284252
9463,342132,9463,342132
9463,388389,9463,388389
9463,388403,9463,388403
9463,388962,9463,388962
9463,9618,9463,9618
9463,10290,9463,10290
9463,10464,9463,10464
9463,11284,9463,11284
9463,23152,9463,23152
9463,26009,9463,26009
9463,26146,9463,26146
9463,26278,9463,26278
9463,27037,9463,27037
9463,30811,9463,30811
9463,30836,9463,30836
9463,51265,9463,51265
9463,53615,9463,53615
9463,54840,9463,54840
9463,55885,9463,55885
9463,55914,9463,55914
9463,56893,9463,56893
9463,56915,9463,56915
9463,56970,9463,56970
9463,80256,9463,80256
9463,84256,9463,84256
9463,91746,9463,91746
9463,342371,9463,342371
9463,728689,9463,728689
41,4258,41,4258
41,4287,41,4287
4258,599,4258,599
4258,4258,4258,4258
4258,6443,4258,6443
4258,9341,4258,9341
4258,9482,4258,9482
4258,9554,4258,9554
4258,10488,4258,10488
4258,11284,4258,11284
4258,26984,4258,26984
4258,56900,4258,56900
4258,84277,4258,84277
4258,493869,4258,493869
43,2023,43,2023
43,10399,43,10399
43,11016,43,11016
2023,226,2023,226
2023,604,2023,604
2023,710,2023,710
2023,2273,2023,2273
2023,3064,2023,3064
2023,3099,2023,HK2
2023,3312,2023,3312
2023,3688,2023,3688
2023,5034,2023,5034
2023,5529,2023,5529
2023,6399,2023,6399
2023,6418,2023,6418
2023,6619,2023,6619
2023,7003,2023,7003
2023,7251,2023,7251
2023,7273,2023,7273
2023,7534,2023,7534
2023,8087,2023,8087
2023,9611,2023,9611
2023,9969,2023,9969
2023,10625,2023,10625
2023,22992,2023,22992
2023,23468,2023,23468
2023,23493,2023,23493
2023,29068,2023,29068
2023,54623,2023,54623
2023,57492,2023,57492
2023,79836,2023,79836
2023,2033,2023,2033
2023,2335,2023,2335
2023,3316,2023,3316
2023,3981,2023,3981
2023,6642,2023,6642
2023,7412,2023,7412
2023,7564,2023,7564
2023,8557,2023,8557
2023,9659,2023,9659
2023,23287,2023,23287
2023,26019,2023,26019
2023,79648,2023,79648
2023,84263,2023,HSDL2
2023,171023,2023,171023
10399,293,10399,293
10399,387,10399,RHOA
10399,705,10399,705
10399,1026,10399,1026
10399,1400,10399,1400
10399,2908,10399,2908
10399,3188,10399,3188
10399,3455,10399,3455
10399,3550,10399,3550
10399,3689,10399,3689
10399,4848,10399,4848
10399,5565,10399,5565
10399,5597,10399,5597
10399,6553,10399,6553
10399,7412,10399,7412
10399,7428,10399,7428
10399,7982,10399,7982
10399,8220,10399,8220
10399,8439,10399,8439
10399,8726,10399,8726
10399,9100,10399,9100
10399,9753,10399,9753
10399,10178,10399,10178
10399,3692,10399,3692
10399,5581,10399,5581
10399,5764,10399,5764
10399,5797,10399,5797
10399,8655,10399,8655
10399,10523,10399,10523
10399,10987,10399,10987
10399,22927,10399,22927
10399,23185,10399,23185
10399,23505,10399,23505
10399,23609,10399,23609
10399,26121,10399,26121
10399,26135,10399,26135
10399,29967,10399,29967
10399,57448,10399,57448
10399,57561,10399,57561
10399,65056,10399,65056
10399,81628,10399,81628
10399,84292,10399,84292
10399,159195,10399,159195
10399,11269,10399,11269
10399,23435,10399,23435
10399,28965,10399,28965
10399,51280,10399,51280
10399,53635,10399,53635
10399,55230,10399,55230
10399,57085,10399,57085
10399,79648,10399,79648
10399,388324,10399,388324
11016,1386,11016,1386
11016,2355,11016,2355
11016,3725,11016,3725
11016,3726,11016,3726
11016,3727,11016,3727
11016,4779,11016,4779
11016,7803,11016,7803
11016,8725,11016,8725
11016,467,11016,467
11016,571,11016,571
11016,1054,11016,1054
11016,1649,11016,1649
11016,2353,11016,2353
11016,5921,11016,5921
11016,11016,11016,11016
11016,53615,11016,53615
11016,54940,11016,54940
11016,147872,11016,147872
11016,51347,11016,51347
11016,129531,11016,129531
47,47,47,47
47,8087,47,8087
47,2335,47,2335
47,7022,47,7022
47,10059,47,DNM1L
8087,71,8087,ACTG1
8087,87,8087,87
8087,166,8087,166
8087,211,8087,211
8087,636,8087,636
8087,705,8087,705
8087,708,8087,708
8087,738,8087,738
8087,815,8087,815
8087,816,8087,816
8087,818,8087,818
8087,825,8087,825
8087,875,8087,875
8087,1039,8087,1039
8087,1173,8087,1173
8087,1460,8087,1460
8087,1635,8087,1635
8087,1639,8087,1639
8087,1656,8087,1656
8087,1665,8087,1665
8087,1822,8087,1822
8087,1891,8087,ECH1
8087,1892,8087,1892
8087,1911,8087,1911
8087,1912,8087,1912
8087,2009,8087,2009
8087,2071,8087,2071
8087,2192,8087,2192
8087,2317,8087,2317
8087,2332,8087,2332
8087,2495,8087,2495
8087,2670,8087,2670
8087,2801,8087,2801
8087,2802,8087,2802
8087,3096,8087,3096
8087,3127,8087,3127
8087,3188,8087,3188
8087,3251,8087,3251
8087,3276,8087,3276
8087,3315,8087,3315
8087,3550,8087,3550
8087,3615,8087,IMPDH2
8087,4076,8087,4076
8087,4116,8087,4116
8087,4236,8087,4236
8087,4308,8087,4308
8087,4599,8087,4599
8087,4627,8087,4627
8087,4628,8087,4628
8087,4645,8087,4645
8087,4670,8087,4670
8087,4735,8087,4735
8087,4747,8087,4747
8087,4830,8087,4830
8087,4831,8087,4831
8087,4832,8087,4832
8087,4841,8087,4841
8087,4856,8087,4856
8087,5050,8087,5050
8087,5096,8087,5096
8087,5129,8087,5129
8087,5152,8087,5152
8087,5315,8087,5315
8087,5371,8087,5371
8087,5589,8087,5589
8087,5598,8087,5598
8087,5702,8087,5702
8087,5705,8087,5705
8087,5720,8087,5720
8087,6421,8087,6421
8087,6456,8087,6456
8087,6660,8087,6660
8087,6733,8087,6733
8087,6919,8087,6919
8087,6924,8087,6924
8087,7126,8087,7126
8087,7157,8087,7157
8087,7186,8087,7186
8087,7247,8087,7247
8087,7342,8087,7342
8087,7431,8087,VIM
8087,7450,8087,7450
8087,7525,8087,7525
8087,7988,8087,7988
8087,191,8087,191
8087,1400,8087,1400
8087,4298,8087,4298
8087,8087,8087,8087
8087,8161,8087,8161
8087,8312,8087,8312
8087,8313,8087,8313
8087,8379,8087,8379
8087,8559,8087,8559
8087,8576,8087,8576
8087,8636,8087,8636
8087,8661,8087,8661
8087,8872,8087,8872
8087,8874,8087,8874
8087,8907,8087,8907
8087,8926,8087,8926
8087,9093,8087,9093
8087,9118,8087,9118
8087,9240,8087,9240
8087,9425,8087,9425
8087,9454,8087,9454
8087,9455,8087,9455
8087,9500,8087,9500
8087,9513,8087,9513
8087,9541,8087,9541
8087,9667,8087,9667
8087,9853,8087,9853
8087,9898,8087,9898
8087,9961,8087,9961
8087,10131,8087,10131
8087,10174,8087,10174
8087,10197,8087,10197
8087,10252,8087,10252
8087,10253,8087,10253
8087,10295,8087,10295
8087,10297,8087,10297
8087,10318,8087,10318
8087,10363,8087,10363
8087,10445,8087,10445
8087,10540,8087,10540
8087,10567,8087,10567
8087,10579,8087,10579
8087,10606,8087,PAICS
8087,10612,8087,10612
8087,10656,8087,10656
8087,10657,8087,10657
8087,10992,8087,10992
8087,11078,8087,11078
8087,11161,8087,11161
8087,11332,8087,11332
8087,22934,8087,22934
8087,22955,8087,22955
8087,23005,8087,23005
8087,23074,8087,23074
8087,23090,8087,23090
8087,23093,8087,23093
8087,23138,8087,23138
8087,23162,8087,23162
8087,23187,8087,23187
8087,23254,8087,23254
8087,23281,8087,23281
8087,23424,8087,23424
8087,23426,8087,23426
8087,23644,8087,23644
8087,25758,8087,25758
8087,26121,8087,26121
8087,26999,8087,26999
8087,29899,8087,29899
8087,29920,8087,29920
8087,30008,8087,30008
8087,50944,8087,50944
8087,51056,8087,51056
8087,51162,8087,51162
8087,51265,8087,51265
8087,51466,8087,51466
8087,51535,8087,51535
8087,51562,8087,51562
8087,51631,8087,51631
8087,51684,8087,51684
8087,54458,8087,54458
8087,54550,8087,54550
8087,54776,8087,54776
8087,54906,8087,54906
8087,55110,8087,55110
8087,55138,8087,55138
8087,55183,8087,55183
8087,55249,8087,55249
8087,55269,8087,55269
8087,55565,8087,55565
8087,55633,8087,55633
8087,55643,8087,55643
8087,55652,8087,55652
8087,55722,8087,55722
8087,55791,8087,55791
8087,56850,8087,56850
8087,56897,8087,56897
8087,56904,8087,56904
8087,56934,8087,56934
8087,57175,8087,57175
8087,57332,8087,57332
8087,57562,8087,57562
8087,57658,8087,57658
8087,57805,8087,57805
8087,58491,8087,58491
8087,63941,8087,63941
8087,64062,8087,64062
8087,64112,8087,64112
8087,64147,8087,64147
8087,64773,8087,64773
8087,65250,8087,65250
8087,79077,8087,79077
8087,79169,8087,79169
8087,79656,8087,79656
8087,80146,8087,80146
8087,80212,8087,80212
8087,80308,8087,80308
8087,81858,8087,81858
8087,84140,8087,84140
8087,84445,8087,84445
8087,84656,8087,84656
8087,84902,8087,84902
8087,84940,8087,84940
8087,90135,8087,90135
8087,90378,8087,90378
8087,90678,8087,90678
8087,91283,8087,91283
8087,91369,8087,91369
8087,92521,8087,92521
8087,124401,8087,124401
8087,129831,8087,129831
8087,138046,8087,138046
8087,143884,8087,143884
8087,147687,8087,147687
8087,148281,8087,148281
8087,152789,8087,152789
8087,153527,8087,153527
8087,203068,8087,203068
8087,220929,8087,220929
8087,253980,8087,253980
8087,284252,8087,284252
8087,284565,8087,284565
8087,654364,8087,654364
8087,8317,8087,8317
8087,10962,8087,10962
8087,11098,8087,11098
8087,22927,8087,22927
48,1213,48,1213
48,4703,48,4703
48,5829,48,5829
48,26112,48,26112
48,1826,48,1826
1213,162,1213,162
1213,409,1213,409
1213,161,1213,161
1213,163,1213,163
1213,164,1213,164
1213,408,1213,408
1213,1211,1213,1211
1213,2033,1213,2033
1213,2547,1213,2547
1213,3551,1213,3551
1213,4952,1213,4952
1213,5287,1213,5287
1213,5499,1213,5499
1213,5859,1213,5859
1213,9146,1213,9146
1213,9772,1213,9772
1213,10133,1213,10133
1213,23383,1213,23383
1213,26088,1213,26088
1213,27131,1213,27131
1213,152503,1213,152503
1213,1826,1213,1826
1213,1859,1213,1859
1213,2185,1213,2185
1213,2332,1213,2332
1213,2335,1213,2335
1213,2908,1213,2908
1213,3092,1213,3092
1213,5501,1213,5501
1213,5566,1213,5566
1213,6453,1213,6453
1213,6885,1213,6885
1213,7329,1213,7329
1213,7412,1213,7412
1213,8925,1213,8925
1213,10950,1213,10950
1213,26146,1213,26146
1213,27185,1213,27185
1213,51566,1213,51566
1213,65125,1213,65125
1213,80007,1213,80007
1213,162681,1213,162681
4703,2027,4703,2027
4703,3987,4703,3987
4703,6281,4703,6281
4703,6840,4703,6840
4703,7273,4703,7273
4703,7289,4703,7289
4703,7431,4703,VIM
4703,8291,4703,8291
4703,8349,4703,8349
4703,8367,4703,8367
4703,10133,4703,10133
4703,10324,4703,10324
4703,23348,4703,23348
4703,64400,4703,64400
4703,64750,4703,64750
4703,84665,4703,84665
4703,5781,4703,5781
4703,6654,4703,6654
4703,55437,4703,55437
5829,191,5829,191
5829,1716,5829,1716
5829,2017,5829,2017
5829,2185,5829,2185
5829,2335,5829,2335
5829,2618,5829,2618
5829,4004,5829,4004
5829,5599,5829,5599
5829,5728,5829,5728
5829,5747,5829,5747
5829,5782,5829,5782
5829,5594,5829,5594
5829,5781,5829,5781
5829,7525,5829,7525
5829,10013,5829,10013
5829,25861,5829,25861
5829,51082,5829,51082
5829,55885,5829,55885
5829,57630,5829,57630
5829,64764,5829,64764
5829,84661,5829,84661
5829,130271,5829,130271
5829,170082,5829,170082
5829,7412,5829,7412
5829,55742,5829,55742
26112,5684,26112,5684
26112,51776,26112,51776
50,4292,50,4292
50,6647,50,SOD1
50,7412,50,7412
50,56892,50,56892
50,342371,50,342371
4292,71,4292,ACTG1
4292,163,4292,163
4292,166,4292,166
4292,309,4292,309
4292,369,4292,369
4292,373,4292,373
4292,641,4292,641
4292,1152,4292,1152
4292,1314,4292,1314
4292,1386,4292,1386
4292,1508,4292,1508
4292,1937,4292,1937
4292,2317,4292,2317
4292,2950,4292,2950
4292,3838,4292,3838
4292,3841,4292,3841
4292,162,4292,162
4292,226,4292,226
4292,302,4292,302
4292,353,4292,353
4292,445,4292,445
4292,726,4292,726
4292,738,4292,738
4292,836,4292,836
4292,1192,4292,1192
4292,1515,4292,1515
4292,1938,4292,1938
4292,3514,4292,3514
4292,4086,4292,4086
4292,4350,4292,4350
4292,4437,4292,4437
4292,4637,4292,4637
4292,4728,4292,4728
4292,4784,4292,4784
4292,4833,4292,4833
4292,4841,4292,4841
4292,5000,4292,5000
4292,5176,4292,5176
4292,5378,4292,5378
4292,5395,4292,5395
4292,5516,4292,5516
4292,5608,4292,5608
4292,5682,4292,5682
4292,5730,4292,5730
4292,5774,4292,5774
4292,5794,4292,5794
4292,5887,4292,5887
4292,6187,4292,6187
4292,6193,4292,6193
4292,6217,4292,6217
4292,6238,4292,6238
4292,6876,4292,6876
4292,7114,4292,7114
4292,7307,4292,7307
4292,7469,4292,7469
4292,7507,4292,7507
4292,7730,4292,7730
4292,7920,4292,7920
4292,7988,4292,7988
4292,8073,4292,8073
4292,8396,4292,8396
4292,8612,4292,8612
4292,8673,4292,8673
4292,8864,4292,8864
4292,8878,4292,8878
4292,8991,4292,8991
4292,9131,4292,9131
4292,9189,4292,9189
4292,9877,4292,9877
4292,10397,4292,10397
4292,10444,4292,10444
4292,10970,4292,10970
4292,11336,4292,11336
4292,11337,4292,11337
4292,22888,4292,22888
4292,22909,4292,22909
4292,23368,4292,23368
4292,23401,4292,23401
4292,23424,4292,23424
4292,23643,4292,23643
4292,25828,4292,25828
4292,25949,4292,25949
4292,26240,4292,26240
4292,27030,4292,27030
4292,29927,4292,29927
4292,51195,4292,51195
4292,51202,4292,51202
4292,51531,4292,51531
4292,51596,4292,51596
4292,51747,4292,51747
4292,53832,4292,53832
4292,54602,4292,54602
4292,54859,4292,54859
4292,54906,4292,54906
4292,55014,4292,55014
4292,55086,4292,55086
4292,55138,4292,55138
4292,55331,4292,55331
4292,55536,4292,55536
4292,55643,4292,55643
4292,55742,4292,55742
4292,55954,4292,55954
4292,57461,4292,57461
4292,57562,4292,57562
4292,64761,4292,64761
4292,79085,4292,79085
4292,81617,4292,81617
4292,83861,4292,83861
4292,83939,4292,83939
4292,84060,4292,84060
4292,84080,4292,84080
4292,114907,4292,114907
4292,115024,4292,115024
4292,122786,4292,122786
4292,127262,4292,127262
4292,146198,4292,146198
4292,342132,4292,342132
4292,100499483,4292,100499483
4292,100529215,4292,100529215
4292,100534599,4292,100534599
4292,4436,4292,4436
4292,5429,4292,5429
51,51478,ACOX1,51478
51,5830,ACOX1,PEX5
51,373156,ACOX1,GSTK1
51,51,ACOX1,ACOX1
51,3417,ACOX1,IDH1
51,5824,ACOX1,PEX19
51478,1841,51478,1841
51478,84446,51478,84446
51478,137964,51478,137964
51478,79001,51478,79001
52,10133,52,10133
52,51460,52,51460
52,54874,52,54874
52,55052,52,55052
52,580,52,580
52,1738,52,1738
52,2908,52,2908
52,3791,52,3791
52,7412,52,7412
10133,308,10133,308
10133,667,10133,667
10133,823,10133,823
10133,954,10133,954
10133,1026,10133,1026
10133,1072,10133,1072
10133,1428,10133,CRYM
10133,1861,10133,1861
10133,1982,10133,1982
10133,2495,10133,2495
10133,2565,10133,2565
10133,2911,10133,2911
10133,3064,10133,3064
10133,3104,10133,3104
10133,3115,10133,3115
10133,3313,10133,3313
10133,3315,10133,3315
10133,3550,10133,3550
10133,3654,10133,3654
10133,3927,10133,3927
10133,4086,10133,4086
10133,4218,10133,4218
10133,4646,10133,4646
10133,4901,10133,4901
10133,5360,10133,5360
10133,5627,10133,5627
10133,5910,10133,5910
10133,5914,10133,5914
10133,6048,10133,6048
10133,6271,10133,6271
10133,6386,10133,6386
10133,6489,10133,6489
10133,6897,10133,6897
10133,6992,10133,6992
10133,7003,10133,7003
10133,7013,10133,7013
10133,7064,10133,7064
10133,7273,10133,7273
10133,7314,10133,7314
10133,7316,10133,7316
10133,7414,10133,7414
10133,7541,10133,7541
10133,7552,10133,7552
10133,7565,10133,7565
10133,7586,10133,7586
10133,7732,10133,7732
10133,7871,10133,7871
10133,7918,10133,7918
10133,8202,10133,8202
10133,8291,10133,8291
10133,8697,10133,8697
10133,8766,10133,8766
10133,8803,10133,8803
10133,9060,10133,9060
10133,9099,10133,9099
10133,9230,10133,9230
10133,9255,10133,9255
10133,9409,10133,PEX16
10133,9413,10133,9413
10133,9516,10133,9516
10133,9770,10133,9770
10133,323,10133,323
10133,1059,10133,1059
10133,1540,10133,1540
10133,2778,10133,2778
10133,4204,10133,4204
10133,4621,10133,4621
10133,4723,10133,4723
10133,5701,10133,5701
10133,6168,10133,6168
10133,6602,10133,6602
10133,6786,10133,6786
10133,7319,10133,7319
10133,7415,10133,7415
10133,7450,10133,7450
10133,7466,10133,7466
10133,8546,10133,8546
10133,8569,10133,8569
10133,8623,10133,8623
10133,8831,10133,8831
10133,9202,10133,9202
10133,9404,10133,9404
10133,9444,10133,9444
10133,9513,10133,9513
10133,10133,10133,10133
10133,10137,10133,10137
10133,10318,10133,10318
10133,10536,10133,10536
10133,10890,10133,10890
10133,10969,10133,10969
10133,11190,10133,11190
10133,11282,10133,11282
10133,22873,10133,22873
10133,23001,10133,23001
10133,23172,10133,23172
10133,23390,10133,23390
10133,26994,10133,26994
10133,29110,10133,29110
10133,51019,10133,51019
10133,51588,10133,51588
10133,54476,10133,54476
10133,54778,10133,54778
10133,55311,10133,55311
10133,55900,10133,55900
10133,56931,10133,56931
10133,57531,10133,57531
10133,57541,10133,57541
10133,58533,10133,58533
10133,63892,10133,63892
10133,64786,10133,64786
10133,79088,10133,79088
10133,79611,10133,79611
10133,79670,10133,79670
10133,79673,10133,79673
10133,79735,10133,79735
10133,79960,10133,79960
10133,91039,10133,91039
10133,93474,10133,93474
10133,126961,10133,126961
10133,146434,10133,146434
10133,151050,10133,151050
10133,152206,10133,152206
10133,152815,10133,152815
10133,202333,10133,202333
10133,222484,10133,222484
10133,285600,10133,285600
10133,339318,10133,339318
10133,10313,10133,10313
10133,11118,10133,11118
10133,11337,10133,11337
10133,22938,10133,22938
10133,23499,10133,23499
10133,23528,10133,23528
10133,23583,10133,23583
10133,23710,10133,23710
10133,26580,10133,26580
10133,27089,10133,27089
10133,27173,10133,27173
10133,50853,10133,50853
10133,51062,10133,51062
10133,51388,10133,51388
10133,51537,10133,51537
10133,51552,10133,51552
10133,51666,10133,51666
10133,54014,10133,54014
10133,54332,10133,54332
10133,54913,10133,54913
10133,55109,10133,55109
10133,55663,10133,55663
10133,55719,10133,55719
10133,55722,10133,55722
10133,56848,10133,56848
10133,57407,10133,57407
10133,57561,10133,57561
10133,57591,10133,57591
10133,58489,10133,58489
10133,79699,10133,79699
10133,79744,10133,79744
10133,81631,10133,81631
10133,84557,10133,84557
10133,84619,10133,84619
10133,84656,10133,84656
10133,84709,10133,84709
10133,91942,10133,91942
10133,114134,10133,114134
10133,118738,10133,118738
10133,129049,10133,129049
10133,134492,10133,134492
10133,149111,10133,149111
10133,153527,10133,153527
10133,157773,10133,157773
10133,162427,10133,162427
10133,201475,10133,201475
10133,286257,10133,286257
10133,326625,10133,326625
10133,339231,10133,339231
10133,339416,10133,339416
10133,445815,10133,445815
10133,100533106,10133,100533106
51460,1911,51460,1911
51460,1912,51460,1912
51460,5682,51460,5682
51460,22955,51460,22955
51460,54819,51460,54819
51460,80256,51460,80256
54874,101,54874,101
54874,2332,54874,2332
54874,8728,54874,8728
54874,8975,54874,8975
54874,9905,54874,9905
54874,55763,54874,55763
55052,805,55052,805
55052,832,55052,832
55052,2059,55052,2059
55052,6453,55052,6453
55052,7159,55052,7159
55052,8975,55052,8975
55052,54935,55052,54935
53,5339,53,5339
53,1173,53,1173
53,1822,53,1822
53,5058,53,5058
53,9846,53,9846
53,54329,53,54329
5339,288,5339,288
5339,545,5339,545
5339,1431,5339,1431
5339,1522,5339,1522
5339,1743,5339,1743
5339,1763,5339,1763
5339,1826,5339,1826
5339,2521,5339,2521
5339,3064,5339,3064
5339,3092,5339,3092
5339,3691,5339,3691
5339,3708,5339,3708
5339,4093,5339,4093
5339,4130,5339,4130
5339,4548,5339,4548
5339,4919,5339,4919
5339,5069,5339,5069
5339,5160,5339,5160
5339,5333,5339,5333
5339,70,5339,70
5339,3797,5339,3797
5339,8888,5339,8888
5339,54477,5339,54477
5339,114789,5339,114789
5339,157657,5339,157657
5339,5583,5339,5583
5339,5709,5339,5709
5339,5830,5339,PEX5
5339,6238,5339,6238
5339,6778,5339,6778
5339,6863,5339,6863
5339,7159,5339,7159
5339,7227,5339,7227
5339,7412,5339,7412
5339,7857,5339,7857
5339,8678,5339,8678
5339,9118,5339,9118
5339,9283,5339,9283
5339,9401,5339,9401
5339,9816,5339,9816
5339,9817,5339,9817
5339,9967,5339,9967
5339,10073,5339,10073
5339,10121,5339,10121
5339,10180,5339,10180
5339,10419,5339,10419
5339,10514,5339,10514
5339,10657,5339,10657
5339,10695,5339,10695
5339,11259,5339,11259
5339,22894,5339,22894
5339,23254,5339,23254
5339,23310,5339,23310
5339,23432,5339,23432
5339,23557,5339,23557
5339,23645,5339,23645
5339,25909,5339,25909
5339,26005,5339,26005
5339,26036,5339,26036
5339,51118,5339,51118
5339,51119,5339,51119
5339,51755,5339,51755
5339,54799,5339,54799
5339,55683,5339,55683
5339,55728,5339,55728
5339,55870,5339,55870
5339,57697,5339,57697
5339,64112,5339,64112
5339,65117,5339,65117
5339,65125,5339,65125
5339,79660,5339,79660
5339,83992,5339,83992
5339,84660,5339,84660
5339,89765,5339,89765
5339,161779,5339,161779
5339,170960,5339,170960
54,5516,54,5516
54,9141,54,9141
54,54978,54,54978
54,1959,54,1959
54,5601,54,5601
54,6118,54,6118
54,8743,54,8743
54,9410,54,9410
5516,2273,5516,2273
5516,2332,5516,2332
5516,3845,5516,3845
5516,4089,5516,4089
5516,4117,5516,4117
5516,4893,5516,4893
5516,5395,5516,5395
5516,3476,5516,3476
5516,5894,5516,5894
5516,6176,5516,6176
5516,7048,5516,7048
5516,10454,5516,10454
5516,23118,5516,23118
5516,55006,5516,55006
5516,55558,5516,55558
5516,85440,5516,85440
5516,128977,5516,128977
5516,140612,5516,140612
5516,255758,5516,255758
5516,285971,5516,285971
5516,5795,5516,5795
5516,27030,5516,27030
5516,27185,5516,27185
5516,28981,5516,28981
5516,79365,5516,79365
9141,2335,9141,2335
9141,7323,9141,7323
9141,7428,9141,7428
9141,1937,9141,1937
9141,10813,9141,10813
9141,23028,9141,23028
9141,23087,9141,23087
9141,55183,9141,55183
9141,55593,9141,55593
9141,55791,9141,55791
9141,56852,9141,56852
9141,57562,9141,57562
9141,11165,9141,11165
54978,217,54978,217
54978,871,54978,871
54978,4942,54978,4942
54978,9778,54978,9778
54978,22929,54978,22929
54978,23478,54978,23478
54978,51205,54978,51205
54978,51300,54978,51300
54978,51617,54978,51617
54978,9519,54978,9519
54978,10038,54978,10038
54978,79603,54978,79603
54978,81853,54978,81853
54978,56901,54978,56901
54978,56984,54978,56984
54978,58475,54978,58475
5538,2776,5538,2776
5538,7412,5538,7412
5538,51062,5538,51062
5538,51130,5538,51130
5538,84458,5538,84458
5538,374899,5538,374899
80025,8533,80025,8533
80025,51062,80025,51062
80025,55559,80025,55559
80025,11243,80025,11243
80025,79754,80025,79754
80025,100527963,80025,100527963
80025,80196,80025,80196
80025,80349,80025,80349
80025,84448,80025,84448
80025,122809,80025,122809
161742,353,161742,353
161742,547,161742,547
161742,822,161742,822
161742,892,161742,892
161742,1026,161742,1026
161742,1075,161742,1075
161742,1104,161742,1104
161742,1186,161742,1186
161742,1191,161742,1191
161742,1316,161742,1316
161742,1616,161742,1616
161742,1645,161742,1645
161742,1678,161742,1678
161742,1819,161742,1819
161742,1859,161742,1859
161742,1879,161742,1879
161742,2048,161742,2048
161742,2135,161742,2135
161742,2173,161742,2173
161742,2342,161742,2342
161742,2783,161742,2783
161742,2882,161742,2882
161742,2896,161742,2896
161742,3241,161742,3241
161742,3251,161742,3251
161742,3382,161742,3382
161742,3397,161742,3397
161742,3399,161742,3399
161742,3400,161742,3400
161742,3487,161742,3487
161742,3550,161742,3550
161742,3612,161742,3612
161742,3796,161742,3796
161742,4000,161742,4000
161742,4067,161742,4067
161742,4129,161742,4129
161742,4681,161742,4681
161742,4716,161742,4716
161742,4957,161742,4957
161742,5064,161742,5064
161742,5071,161742,5071
161742,5098,161742,5098
161742,5110,161742,5110
161742,5296,161742,5296
161742,5315,161742,5315
161742,5465,161742,5465
161742,5467,161742,5467
161742,5499,161742,5499
161742,5500,161742,5500
161742,5510,161742,5510
161742,5558,161742,5558
161742,5565,161742,5565
161742,5901,161742,5901
161742,5954,161742,5954
161742,5995,161742,5995
161742,6191,161742,6191
161742,6258,161742,6258
161742,6383,161742,6383
161742,6386,161742,6386
161742,6418,161742,6418
161742,6498,161742,6498
161742,6500,161742,6500
161742,6598,161742,6598
161742,7013,161742,7013
161742,7158,161742,7158
161742,7248,161742,7248
161742,7257,161742,7257
161742,7307,161742,7307
